global_epoch,stage_name,stage_epoch,train_loss,val_loss,precision,recall,specificity,f1,lr,elapsed_sec
27,pooler,9,0.04681661789674826,0.11857265773933785,0.9389221556886228,0.9587282176704371,0.9620182461366599,0.948721827257601,2.7778622472251787e-05,48.288527488708496
28,pooler,10,0.0409090331700525,0.1225817021483689,0.9466093893832463,0.9431366554570467,0.9676037981753863,0.9448698315467075,2.4692108864223812e-05,48.43167519569397
29,pooler,11,0.035363350356607856,0.12740997426087286,0.9399335949290674,0.9520024457352492,0.9629491714764475,0.9459295261239368,2.1605595256195833e-05,48.112971782684326
30,pooler,12,0.030501933826312534,0.13097588990079684,0.9436147516001219,0.9464995414246408,0.9655557624278532,0.945054945054945,1.8519081648167858e-05,47.90528178215027
31,encoder_outputs,1,0.04550471213251109,0.17531978833664438,0.9180232558139535,0.9654539896056252,0.947495810835971,0.9411414096259871,2.7770177838577293e-05,93.81049013137817
32,encoder_outputs,2,0.06740687991385066,0.12616708311768032,0.9436619718309859,0.962702537450321,0.9649972072239806,0.9530871670702179,4.9384217728447624e-05,93.62491583824158
33,encoder_outputs,3,0.05037559390753643,0.1540782094125457,0.9287997675094449,0.9770712320391317,0.9543846583504003,0.9523241954707986,4.6297704120419645e-05,93.83246111869812
34,encoder_outputs,4,0.029870145039616356,0.14785840759720806,0.9425595238095238,0.9682054417609294,0.9640662818841929,0.955210375508973,4.3211190512391666e-05,93.75617289543152
35,encoder_outputs,5,0.021413153969161377,0.18892655834216796,0.9458646616541353,0.9614796698257414,0.966486687767641,0.9536082474226805,4.0124676904363695e-05,93.73561334609985
36,encoder_outputs,6,0.012966127679539082,0.20128032390609782,0.9452706722189174,0.9715683277285234,0.9657419474958109,0.9582391074928388,3.7038163296335716e-05,93.7561867237091
37,encoder_outputs,7,0.009869954404841893,0.210046414787341,0.9447086801426873,0.9715683277285234,0.9653695773598957,0.9579502637528259,3.395164968830774e-05,93.6177179813385
38,encoder_outputs,8,0.00833483982382016,0.23759332874617484,0.9445933869526363,0.9694283093855091,0.9653695773598957,0.9568497284248643,3.0865136080279766e-05,93.77981686592102
39,encoder_outputs,9,0.009274991328869237,0.21215467584521394,0.9512928442573662,0.9672882910424947,0.969838018990877,0.9592238896468092,2.7778622472251787e-05,93.69648051261902
40,encoder_outputs,10,0.006194479976373609,0.26184541429677854,0.9494888755261576,0.9654539896056252,0.9687209085831316,0.9574048810065181,2.4692108864223812e-05,92.85817241668701
41,encoder_outputs,11,0.005814145453573931,0.23277904427898455,0.9610309911015649,0.9575053500458576,0.9763544963693912,0.9592649310872894,2.1605595256195833e-05,92.85811281204224
42,encoder_outputs,12,0.005854031379947064,0.21587057984778835,0.9595464296659516,0.9571996331397127,0.9754235710296034,0.9583715947352311,1.8519081648167858e-05,92.85068798065186
43,encoder_outputs,13,0.004669104978307426,0.27484939943087966,0.9467065868263473,0.9666768572302048,0.9668590579035561,0.9565875056723643,1.5432568040139883e-05,92.82337522506714
44,encoder_outputs,14,0.005947017709744515,0.25615864735202876,0.9424503114802729,0.9712626108223785,0.9638800968162353,0.9566395663956639,1.2346054432111906e-05,92.82701349258423
45,encoder_outputs,15,0.004824209292347586,0.2221642366129067,0.9532004830917874,0.9651482726994803,0.9711413144665798,0.9591371715023546,9.259540824083929e-06,92.813236951828
46,encoder_outputs,16,0.004250627504901007,0.2346390078852439,0.9517199758599879,0.9642311219810455,0.970210389126792,0.9579347000759302,6.173027216055953e-06,92.86286091804504
47,encoder_outputs,17,0.004011333971017898,0.24862290572701867,0.9550425273390036,0.9611739529195965,0.9724446099422827,0.9580984305957642,3.0865136080279765e-06,92.85624623298645
48,encoder_outputs,18,0.003812216876366084,0.2539703588928819,0.9517199758599879,0.9642311219810455,0.970210389126792,0.9579347000759302,0.0,92.85406136512756
