global_epoch,stage_name,stage_epoch,train_loss,val_loss,precision,recall,specificity,f1,roc_auc,lr,elapsed_sec
1,head_only,1,3.2769838339322575,2.938525676727295,0.005524741232475871,0.03571428571428571,0.9642857142857143,0.009569197019554446,0.0,3.3333333333333335e-05,37.851298093795776
2,head_only,2,2.7217701317427996,2.458798050880432,0.04224695258007528,0.09544066788641889,0.9716613726528098,0.05566511708851908,0.0,6.666666666666667e-05,37.823484897613525
3,head_only,3,2.186899873343381,1.8105469873318305,0.20054997904895175,0.20509987664158663,0.9794897844216602,0.18198553931155118,0.0,0.0001,37.8757643699646
4,head_only,4,1.6340272527236444,1.3397074146912649,0.3303704004472942,0.29302958734877443,0.9839920213589074,0.2880488937650708,0.0,9.896907216494846e-05,37.94070053100586
5,head_only,5,1.3864071864586371,1.2190017631420722,0.3730718344480449,0.3340664302598678,0.9855057989760861,0.3267404549029295,0.0,9.793814432989691e-05,37.911712884902954
6,head_only,6,1.2788862210589569,1.1536366996856837,0.4623035015849509,0.3777191745042047,0.986419773701191,0.380888728486554,0.0,9.690721649484537e-05,37.91921091079712
7,head_only,7,1.2303947957305166,1.1080179907954657,0.4691490924107611,0.40524324965573133,0.9869319071436272,0.411057032885831,0.0,9.587628865979382e-05,37.92857360839844
8,head_only,8,1.1714753164099407,1.0627127547676747,0.5081665715045287,0.43570475273911985,0.9875135762286312,0.4448083399133406,0.0,9.484536082474227e-05,37.92301821708679
9,head_only,9,1.1307806047526272,1.04673110636381,0.5238018010311529,0.4309267906165187,0.9876169146128646,0.4431773172375903,0.0,9.381443298969073e-05,37.92112636566162
10,head_only,10,1.0991735512560064,1.0330525619479327,0.5131178804427132,0.440081114186777,0.9876543243132823,0.4554255177123806,0.0,9.278350515463918e-05,37.93065619468689
11,head_only,11,1.0708815780552952,1.0043804571032524,0.5443706883151899,0.46463013697084615,0.9879331469589002,0.4772834590594138,0.0,9.175257731958763e-05,37.9168426990509
12,head_only,12,1.0367597655042426,0.9967596937830632,0.5674906178019586,0.4717370654327378,0.9881219869325478,0.4882901857652402,0.0,9.072164948453609e-05,38.00875687599182
13,head_only,13,1.0257584228144063,0.9750507926711669,0.5485177933311663,0.5071040391861457,0.9885225099487782,0.5164691709994932,0.0,8.969072164948454e-05,37.92653203010559
14,head_only,14,1.0107541440369248,0.9637854672395266,0.5381997605606978,0.5071108720328578,0.9884455314126102,0.5121105303316895,0.0,8.865979381443299e-05,38.021738052368164
15,head_only,15,0.9930687028092223,0.9539987490727351,0.5547849660867359,0.47120325837465954,0.9881797491931387,0.48450910754366305,0.0,8.762886597938145e-05,37.90857434272766
16,head_only,16,0.9770997125994075,0.9451703996612475,0.5513952208155597,0.5114523767863483,0.9886605290513467,0.520336462488677,0.0,8.65979381443299e-05,37.933345317840576
17,head_only,17,0.9646176188797145,0.9484281855133864,0.531853284181811,0.5085603994547833,0.9887093875316497,0.5135293717938094,0.0,8.556701030927835e-05,37.906874656677246
18,head_only,18,0.948391593121863,0.9267636864231183,0.5807017399263508,0.5256326522329474,0.9888920054934651,0.5391808964788455,0.0,8.453608247422681e-05,37.92390036582947
19,head_only,19,0.941903711913468,0.9281966422612851,0.5733763682414429,0.5185279092277038,0.9888045944212163,0.528444343872575,0.0,8.350515463917527e-05,37.92361617088318
20,head_only,20,0.919135439318496,0.9219882723230582,0.6014949727775132,0.523308073621641,0.988937727958155,0.5363381160676041,0.0,8.247422680412371e-05,37.93421173095703
21,head_only,21,0.9066210497509349,0.9349537669466093,0.5891063159262867,0.537343574993794,0.9887426811769221,0.5390182992247319,0.0,8.144329896907217e-05,37.928810119628906
22,head_only,22,0.9113397590525738,0.9131372101031817,0.6352175036817495,0.5316571281777444,0.9888376390735621,0.5474470807220263,0.0,8.041237113402063e-05,37.918617725372314
23,head_only,23,0.8945109867430353,0.9062593946090112,0.6207746881384505,0.5216727293795748,0.9889890145722916,0.5411536971507585,0.0,7.938144329896907e-05,37.89763903617859
24,head_only,24,0.8870020214613382,0.9070360253636653,0.6060647510827647,0.5488455871944178,0.9891689852623253,0.5577025964133993,0.0,7.835051546391753e-05,37.91361618041992
25,head_only,25,0.8760180388178144,0.9017654491158632,0.6167689801737861,0.5247266227168502,0.9889404667942028,0.5396329237911003,0.0,7.731958762886599e-05,37.90631675720215
26,head_only,26,0.8596634690637712,0.8969697419267434,0.6363319028076612,0.5362337115747913,0.9891177020829741,0.5577698189411276,0.0,7.628865979381443e-05,37.919459104537964
27,head_only,27,0.8711117204133566,0.8925726608588145,0.6262164689184798,0.5281602529483062,0.9891042236064244,0.5466988637150888,0.0,7.525773195876289e-05,37.900043964385986
28,head_only,28,0.8627675887826202,0.8905627463872616,0.6083178732621283,0.5297845619570043,0.9890380748347863,0.5442855104969344,0.0,7.422680412371135e-05,37.89524435997009
29,head_only,29,0.845050676495998,0.8891155822918966,0.6217659339513057,0.5454601729498209,0.9891144890207666,0.5581755737446973,0.0,7.319587628865979e-05,37.91738700866699
30,head_only,30,0.8495794867540335,0.8963563556854541,0.614366862502399,0.5586399193960835,0.9890442879541895,0.5628322691711831,0.0,7.216494845360825e-05,37.890836238861084
31,head_only,31,0.8415470963174646,0.8944466498035651,0.631885434602067,0.530644442740965,0.9889926479825256,0.5536840608000859,0.0,7.113402061855671e-05,37.88756537437439
32,head_only,32,0.8309465205514586,0.8815937666938856,0.6332412022251592,0.5195542949845761,0.9890015719658827,0.5408177804668102,0.0,7.010309278350515e-05,37.909024238586426
33,head_only,33,0.8141687241467562,0.8886931555775496,0.6270207125798486,0.5398541426635666,0.9890431093828526,0.5538666998422056,0.0,6.907216494845361e-05,37.89961385726929
34,head_only,34,0.8235512021687124,0.8836924233115636,0.6411866321391325,0.5436386011411882,0.9891763249036635,0.5672177749107176,0.0,6.804123711340207e-05,37.90474891662598
35,head_only,35,0.8237414625170943,0.8812040165066719,0.6252658374585425,0.5480646294864836,0.9891817509852773,0.5617001712649726,0.0,6.701030927835051e-05,37.88129472732544
36,head_only,36,0.80443942856479,0.8763495282484934,0.6401108185317089,0.5571660867453941,0.9894289810184996,0.5748733137816443,0.0,6.597938144329897e-05,37.88647532463074
37,head_only,37,0.8029641236190672,0.8787824666270843,0.6815912150979759,0.5496483842315897,0.9893679409639456,0.5789956760177526,0.0,6.494845360824743e-05,37.859018325805664
38,head_only,38,0.7945467458142863,0.8652340683799523,0.6618833127412611,0.5679578196936294,0.9892941605367032,0.586538345687301,0.0,6.391752577319587e-05,37.85060095787048
39,head_only,39,0.8001064052442451,0.8671669323857014,0.6826179204610124,0.5592437781036765,0.9894392861472294,0.5819234363244074,0.0,6.288659793814433e-05,37.857369899749756
40,head_only,40,0.7876280010133595,0.8767968473526148,0.6397350895542014,0.5548196631765309,0.9891458245706232,0.5729247105800015,0.0,6.185567010309279e-05,37.87475395202637
41,head_only,41,0.7856850660853572,0.8647396765076197,0.6564148801989235,0.5671016037754767,0.9893610600327055,0.5873842082707529,0.0,6.0824742268041234e-05,37.87409067153931
